Date,Open,High,Low,Close,Adj Close,Volume
2015-03-12,2624.800049,2647.399902,2616.199951,2642.350098,2294.875732,589703
2015-03-13,2673.949951,2673.949951,2605.100098,2610.000000,2266.779053,293111
2015-03-16,2615.050049,2643.750000,2600.000000,2631.250000,2285.235352,212151
2015-03-17,2645.000000,2655.000000,2631.050049,2651.449951,2302.778809,503626
2015-03-18,2652.000000,2688.899902,2640.100098,2675.350098,2323.536133,547515
2015-03-19,2696.449951,2697.600098,2654.050049,2662.800049,2312.636230,382445
2015-03-20,2650.000000,2660.000000,2603.199951,2609.949951,2266.736328,307523
2015-03-23,2619.949951,2646.000000,2602.800049,2637.100098,2290.315918,202857
2015-03-24,2645.800049,2649.000000,2599.100098,2605.100098,2262.524170,514291
2015-03-25,2626.949951,2626.949951,2591.000000,2595.750000,2254.403320,401570
2015-03-26,2590.050049,2617.850098,2575.949951,2603.750000,2261.351318,715178
2015-03-27,2592.000000,2604.000000,2552.000000,2576.149902,2237.380859,584370
2015-03-30,2580.100098,2666.850098,2561.399902,2644.300049,2296.569092,281366
2015-03-31,2649.000000,2658.750000,2620.699951,2639.800049,2292.661377,493733
2015-04-01,2639.949951,2669.949951,2628.000000,2655.850098,2306.600098,375681
2015-04-06,2673.899902,2678.000000,2635.000000,2672.699951,2321.234619,365024
2015-04-07,2672.800049,2672.800049,2621.600098,2632.350098,2286.190186,359998
2015-04-08,2637.000000,2642.199951,2601.500000,2605.800049,2263.131836,1053590
2015-04-09,2620.000000,2633.949951,2602.300049,2611.600098,2268.169434,1041470
2015-04-10,2614.949951,2624.399902,2575.500000,2583.850098,2244.068359,654704
2015-04-13,2599.000000,2599.000000,2565.649902,2580.699951,2241.332275,420050
2015-04-15,2581.199951,2587.000000,2509.800049,2524.550049,2192.566162,726309
2015-04-16,2516.199951,2520.000000,2413.000000,2430.100098,2110.536621,1443068
2015-04-17,2429.800049,2440.000000,2382.750000,2410.500000,2093.514160,1198446
2015-04-20,2411.000000,2427.350098,2300.899902,2316.350098,2011.744873,1710612
2015-04-21,2316.000000,2346.750000,2293.500000,2329.100098,2022.818604,901340
2015-04-22,2340.000000,2421.000000,2340.000000,2409.399902,2092.559082,840590
2015-04-23,2412.699951,2427.100098,2359.000000,2390.550049,2076.187500,1012419
2015-04-24,2380.449951,2397.899902,2325.500000,2352.800049,2043.402100,1960963
2015-04-27,2360.000000,2363.050049,2295.600098,2317.000000,2012.309814,2307119
2015-04-28,2309.000000,2369.949951,2300.000000,2355.550049,2045.790405,711394
2015-04-29,2356.300049,2390.000000,2340.100098,2372.100098,2060.164551,295438
2015-04-30,2360.100098,2363.000000,2325.000000,2328.899902,2022.644653,1052575
2015-05-04,2340.000000,2399.800049,2330.000000,2389.550049,2075.319336,1647793
2015-05-05,2389.550049,2390.500000,2340.850098,2357.449951,2047.440308,775073
2015-05-06,2353.000000,2355.850098,2308.500000,2326.399902,2020.473389,1488751
2015-05-07,2330.100098,2372.399902,2305.399902,2354.550049,2044.921997,1397408
2015-05-08,2309.000000,2314.800049,2251.300049,2300.649902,1998.109497,1079192
2015-05-11,2310.000000,2404.649902,2310.000000,2384.250000,2070.716309,887873
2015-05-12,2398.000000,2497.100098,2385.149902,2466.399902,2142.062744,2015463
2015-05-13,2486.800049,2530.000000,2480.399902,2503.750000,2174.501709,885648
2015-05-14,2500.000000,2549.000000,2482.149902,2537.500000,2203.813477,512485
2015-05-15,2537.949951,2555.500000,2518.500000,2529.699951,2197.039063,309635
2015-05-18,2518.000000,2548.000000,2507.000000,2520.550049,2189.092529,812046
2015-05-19,2520.000000,2609.449951,2520.000000,2580.750000,2241.376465,923546
2015-05-20,2590.000000,2594.750000,2576.000000,2579.399902,2240.203125,688445
2015-05-21,2580.000000,2615.000000,2543.699951,2602.399902,2260.178711,531936
2015-05-22,2602.100098,2610.000000,2578.100098,2603.449951,2261.090820,138833
2015-05-25,2603.899902,2607.899902,2580.100098,2588.100098,2247.759521,178329
2015-05-26,2590.899902,2638.500000,2589.350098,2613.850098,2270.123291,428351
2015-05-27,2606.500000,2663.750000,2594.600098,2606.300049,2263.566406,396976
2015-05-28,2610.399902,2668.500000,2592.100098,2643.399902,2295.787598,1494418
2015-05-29,2640.000000,2705.000000,2624.000000,2696.850098,2342.208496,701724
2015-06-01,2678.000000,2737.899902,2643.250000,2710.000000,2380.105469,510174
2015-06-02,2692.250000,2692.250000,2601.000000,2608.600098,2291.049072,822000
2015-06-03,2600.000000,2629.899902,2567.300049,2576.949951,2263.252686,555765
2015-06-04,2577.000000,2591.000000,2536.000000,2547.899902,2237.738770,516562
2015-06-05,2549.949951,2598.000000,2528.100098,2577.649902,2263.867188,335801
2015-06-08,2593.800049,2593.800049,2508.050049,2520.649902,2213.806152,411130
2015-06-09,2511.050049,2529.949951,2494.000000,2499.949951,2195.625977,531218
2015-06-10,2515.000000,2530.000000,2501.000000,2514.949951,2208.799805,377088
2015-06-11,2532.000000,2548.000000,2500.000000,2504.199951,2199.358398,410240
2015-06-12,2490.000000,2524.600098,2484.199951,2503.550049,2198.787354,332914
2015-06-15,2495.000000,2531.500000,2482.000000,2506.050049,2200.983154,253983
2015-06-16,2504.300049,2554.600098,2499.800049,2543.199951,2233.610596,290025
2015-06-17,2565.000000,2567.949951,2515.000000,2522.300049,2215.254883,530660
2015-06-18,2525.000000,2546.949951,2518.100098,2526.300049,2218.768555,448303
2015-06-19,2534.199951,2580.300049,2530.000000,2551.449951,2240.855957,374245
2015-06-22,2579.399902,2589.000000,2563.199951,2581.550049,2267.292236,271426
2015-06-23,2590.000000,2590.000000,2512.000000,2517.399902,2210.951172,350911
2015-06-24,2517.500000,2547.000000,2510.100098,2521.000000,2214.113281,320799
2015-06-25,2530.000000,2575.000000,2527.000000,2552.100098,2241.427490,400609
2015-06-26,2550.000000,2566.600098,2521.000000,2539.199951,2230.097656,200634
2015-06-29,2508.000000,2556.000000,2500.000000,2535.750000,2227.067627,355916
2015-06-30,2542.000000,2554.000000,2502.000000,2523.500000,2216.308838,325449
2015-07-01,2525.100098,2534.949951,2500.399902,2520.600098,2213.761719,401143
2015-07-02,2521.500000,2568.000000,2521.000000,2528.300049,2220.524658,423277
2015-07-03,2540.000000,2584.949951,2530.000000,2576.649902,2262.988525,271136
2015-07-06,2566.000000,2624.949951,2555.750000,2613.399902,2295.264893,307013
2015-07-07,2625.000000,2639.000000,2560.000000,2563.750000,2251.659180,425371
2015-07-08,2549.550049,2582.899902,2516.550049,2549.899902,2239.495361,510583
2015-07-09,2540.100098,2609.949951,2540.100098,2604.750000,2287.668213,418181
2015-07-10,2609.000000,2618.750000,2566.000000,2571.550049,2258.509521,401799
2015-07-13,2580.000000,2609.000000,2550.100098,2600.199951,2283.672363,229719
2015-07-14,2610.000000,2649.899902,2592.000000,2638.699951,2317.485107,324900
2015-07-15,2648.949951,2670.899902,2648.000000,2658.250000,2334.655518,145475
2015-07-16,2658.000000,2666.000000,2626.000000,2649.300049,2326.794922,201208
2015-07-17,2652.949951,2678.000000,2641.300049,2649.399902,2326.882568,180187
2015-07-20,2666.800049,2675.000000,2654.000000,2661.899902,2337.861328,165950
2015-07-21,2661.899902,2695.000000,2658.550049,2687.250000,2360.125244,156870
2015-07-22,2686.000000,2719.899902,2670.350098,2711.000000,2380.984131,196253
2015-07-23,2710.000000,2730.000000,2674.000000,2717.600098,2386.780762,296483
2015-07-24,2700.000000,2748.800049,2700.000000,2740.399902,2406.805176,336553
2015-07-27,2749.449951,2749.449951,2595.000000,2605.050049,2287.931641,453942
2015-07-28,2612.199951,2631.449951,2501.100098,2531.500000,2223.334961,614008
2015-07-29,2538.699951,2581.000000,2506.300049,2569.850098,2257.016846,412275
2015-07-30,2570.000000,2627.350098,2565.000000,2580.350098,2266.238525,1025263
2015-07-31,2599.949951,2698.500000,2585.449951,2682.699951,2356.129150,471113
2015-08-03,2656.000000,2718.000000,2602.350098,2697.100098,2368.776367,861266
2015-08-04,2790.000000,2793.800049,2613.649902,2623.850098,2304.442871,1657551
2015-08-05,2637.000000,2674.899902,2628.449951,2666.000000,2341.462158,404556
2015-08-06,2682.000000,2682.000000,2639.000000,2651.100098,2328.376221,247050
2015-08-07,2633.050049,2669.500000,2633.050049,2661.850098,2337.817383,175465
2015-08-10,2664.600098,2729.899902,2662.550049,2703.949951,2374.792725,431904
2015-08-11,2709.100098,2718.649902,2668.800049,2688.399902,2361.135254,682348
2015-08-12,2665.000000,2697.000000,2622.050049,2634.800049,2314.060059,347945
2015-08-13,2637.500000,2684.000000,2619.199951,2646.500000,2324.336182,346709
2015-08-14,2663.000000,2722.199951,2641.199951,2712.449951,2382.257324,316094
2015-08-17,2718.000000,2720.149902,2641.000000,2650.250000,2327.629150,191264
2015-08-18,2651.199951,2676.699951,2635.100098,2641.000000,2319.505371,142927
2015-08-19,2630.550049,2708.949951,2616.300049,2684.699951,2357.885254,200364
2015-08-20,2650.000000,2664.350098,2621.300049,2629.100098,2309.054199,239882
2015-08-21,2615.000000,2657.949951,2535.000000,2555.050049,2244.018311,536661
2015-08-24,2512.000000,2518.949951,2400.000000,2472.550049,2171.561523,589441
2015-08-25,2475.149902,2518.699951,2404.800049,2464.500000,2164.490967,588828
2015-08-26,2447.000000,2450.000000,2367.050049,2392.699951,2101.431152,1271762
2015-08-27,2418.000000,2418.000000,2364.250000,2377.800049,2088.345459,937972
2015-08-28,2399.500000,2428.949951,2377.800049,2398.600098,2106.613037,318325
2015-08-31,2380.000000,2415.000000,2380.000000,2397.199951,2105.383789,358188
2015-09-01,2370.000000,2395.399902,2353.050049,2383.850098,2093.658936,367859
2015-09-02,2365.000000,2389.800049,2300.449951,2338.699951,2054.004883,493940
2015-09-03,2356.000000,2362.500000,2315.100098,2322.350098,2039.645630,260650
2015-09-04,2323.600098,2329.949951,2265.550049,2290.850098,2011.979614,424019
2015-09-07,2300.000000,2311.100098,2257.199951,2280.600098,2002.977539,257462
2015-09-08,2292.000000,2327.649902,2282.300049,2313.199951,2031.609009,174954
2015-09-09,2341.000000,2369.800049,2333.100098,2344.300049,2058.923340,208014
2015-09-10,2327.000000,2364.649902,2300.000000,2348.600098,2062.700195,222191
2015-09-11,2350.100098,2367.850098,2332.100098,2343.050049,2057.825928,193787
2015-09-14,2339.949951,2359.699951,2320.000000,2349.500000,2063.490234,116680
2015-09-15,2339.699951,2341.649902,2305.050049,2310.550049,2029.281738,330037
2015-09-16,2326.199951,2383.899902,2318.000000,2368.350098,2080.045898,399414
2015-09-18,2378.800049,2446.500000,2375.149902,2428.500000,2132.873535,753722
2015-09-21,2388.300049,2447.800049,2388.300049,2423.699951,2128.657959,239281
2015-09-22,2426.250000,2449.850098,2375.300049,2388.949951,2098.137695,380613
2015-09-23,2379.550049,2406.600098,2379.550049,2400.949951,2108.677246,362950
2015-09-24,2400.000000,2419.949951,2372.600098,2381.699951,2091.770508,391877
2015-09-28,2383.199951,2389.899902,2335.800049,2349.500000,2063.490234,325138
2015-09-29,2311.000000,2370.500000,2301.600098,2329.250000,2045.705078,460978
2015-09-30,2359.000000,2408.300049,2310.500000,2394.500000,2103.012207,431516
2015-10-01,2400.000000,2472.699951,2400.000000,2412.050049,2118.426025,541532
2015-10-05,2449.899902,2517.899902,2435.000000,2502.000000,2197.426270,383373
2015-10-06,2520.000000,2553.000000,2511.000000,2532.350098,2224.081787,295211
2015-10-07,2535.000000,2555.500000,2495.050049,2540.750000,2231.458984,202418
2015-10-08,2541.000000,2561.750000,2523.300049,2541.600098,2232.205566,146872
2015-10-09,2565.000000,2582.000000,2553.000000,2564.850098,2252.625244,147737
2015-10-12,2567.000000,2596.500000,2544.000000,2552.949951,2242.173584,98041
2015-10-13,2555.000000,2563.600098,2525.000000,2538.750000,2229.702393,178225
2015-10-14,2539.750000,2549.000000,2492.800049,2500.000000,2195.669189,184215
2015-10-15,2513.949951,2579.800049,2500.000000,2564.050049,2251.922852,172463
2015-10-16,2570.399902,2590.000000,2558.800049,2584.000000,2269.443848,137066
2015-10-19,2587.000000,2620.199951,2555.750000,2612.050049,2294.079590,183298
2015-10-20,2617.000000,2627.850098,2586.550049,2606.199951,2288.941406,369501
2015-10-21,2658.899902,2667.600098,2590.000000,2622.800049,2303.521240,643276
2015-10-23,2635.250000,2643.000000,2588.100098,2596.050049,2280.027100,205893
2015-10-26,2602.899902,2633.000000,2597.600098,2620.550049,2301.544922,197884
2015-10-27,2614.949951,2644.000000,2586.699951,2620.100098,2301.149414,357084
2015-10-28,2630.000000,2632.800049,2595.250000,2626.050049,2306.375244,199328
2015-10-29,2616.100098,2637.300049,2603.199951,2626.649902,2306.902344,265627
2015-10-30,2620.000000,2629.600098,2563.699951,2581.399902,2267.160645,341083
2015-11-02,2575.199951,2584.399902,2532.699951,2545.850098,2235.938477,367201
2015-11-03,2556.949951,2597.000000,2536.199951,2582.750000,2268.346191,226406
2015-11-04,2600.000000,2634.199951,2592.000000,2621.050049,2301.983643,223537
2015-11-05,2617.850098,2658.600098,2606.100098,2638.699951,2317.485107,229100
2015-11-06,2642.000000,2674.899902,2600.100098,2639.850098,2318.495117,359043
2015-11-09,2605.050049,2649.899902,2596.100098,2614.100098,2295.879883,138190
2015-11-10,2608.000000,2671.000000,2605.100098,2663.699951,2339.442139,218330
2015-11-13,2645.000000,2650.000000,2611.000000,2615.399902,2297.021729,155474
2015-11-16,2615.000000,2645.000000,2580.000000,2611.699951,2293.772217,153495
2015-11-17,2603.050049,2618.399902,2575.000000,2597.949951,2281.695557,196186
2015-11-18,2590.000000,2604.500000,2567.149902,2574.850098,2261.407959,165550
2015-11-19,2618.750000,2683.800049,2581.449951,2589.699951,2274.450439,736910
2015-11-20,2600.000000,2639.000000,2556.300049,2562.850098,2250.868652,747678
2015-11-23,2572.000000,2667.000000,2572.000000,2636.649902,2315.684814,724326
2015-11-24,2641.000000,2666.800049,2629.000000,2645.350098,2323.325684,397339
2015-11-26,2610.000000,2710.000000,2610.000000,2688.699951,2361.398926,1400143
2015-11-27,2688.000000,2714.399902,2658.949951,2704.449951,2375.231445,300797
2015-11-30,2712.449951,2734.300049,2684.149902,2699.149902,2370.576416,604367
2015-12-01,2716.000000,2717.550049,2670.199951,2678.399902,2352.352051,439761
2015-12-02,2664.899902,2701.800049,2654.500000,2676.449951,2350.640137,552538
2015-12-03,2680.550049,2684.000000,2611.199951,2617.800049,2299.129639,395343
2015-12-04,2613.000000,2634.350098,2603.149902,2617.800049,2299.129639,223767
2015-12-07,2634.699951,2663.100098,2609.399902,2623.050049,2303.740234,667088
2015-12-08,2615.000000,2640.000000,2585.649902,2601.899902,2285.165039,231485
2015-12-09,2599.949951,2604.850098,2536.000000,2546.399902,2236.421387,247209
2015-12-10,2566.600098,2574.000000,2538.149902,2548.350098,2238.133789,295521
2015-12-11,2550.000000,2563.800049,2516.649902,2525.149902,2217.758057,303901
2015-12-14,2519.800049,2555.000000,2500.449951,2535.750000,2227.067627,178832
2015-12-15,2540.000000,2579.000000,2508.000000,2567.800049,2255.216553,203987
2015-12-16,2570.100098,2615.350098,2570.100098,2595.399902,2279.456543,241774
2015-12-17,2600.000000,2667.000000,2600.000000,2654.949951,2331.757324,254167
2015-12-18,2650.000000,2664.899902,2625.750000,2643.149902,2321.393311,237868
2015-12-21,2665.000000,2705.000000,2637.899902,2697.949951,2369.522949,351826
2015-12-22,2697.949951,2701.000000,2662.800049,2670.350098,2345.282715,299012
2015-12-23,2675.399902,2694.600098,2664.899902,2678.199951,2352.177002,173603
2015-12-24,2678.350098,2702.699951,2678.350098,2696.399902,2368.161377,187156
2015-12-28,2707.000000,2713.500000,2683.500000,2709.399902,2379.578857,327048
2015-12-29,2707.000000,2738.000000,2700.550049,2731.899902,2399.339355,283306
2015-12-30,2732.000000,2732.949951,2709.350098,2712.949951,2382.696533,196033
2015-12-31,2717.949951,2722.949951,2671.000000,2694.100098,2366.141357,913225
2016-01-01,2689.000000,2695.000000,2675.199951,2686.050049,2359.071045,141582
2016-01-04,2652.000000,2669.000000,2631.100098,2637.800049,2316.694824,254167
2016-01-05,2642.500000,2655.199951,2610.050049,2616.850098,2298.294922,290015
2016-01-06,2604.199951,2623.000000,2572.949951,2578.199951,2264.350342,307058
2016-01-07,2556.899902,2592.000000,2510.050049,2520.100098,2213.322510,186980
2016-01-08,2525.100098,2538.350098,2485.000000,2489.649902,2186.579102,198609
2016-01-11,2475.149902,2525.000000,2450.199951,2505.449951,2200.456055,168536
2016-01-12,2500.000000,2510.100098,2461.399902,2467.199951,2166.862305,228350
2016-01-13,2480.250000,2485.000000,2420.699951,2473.699951,2172.570801,237742
2016-01-14,2444.000000,2474.050049,2418.000000,2437.550049,2140.822266,312029
2016-01-15,2445.000000,2454.949951,2410.199951,2427.750000,2132.214844,177133
2016-01-18,2438.000000,2450.000000,2377.149902,2435.550049,2139.065430,285797
2016-01-19,2455.000000,2498.949951,2446.850098,2482.800049,2180.563232,232059
2016-01-20,2469.000000,2507.000000,2455.750000,2488.500000,2185.569580,349976
2016-01-21,2484.100098,2539.949951,2462.500000,2469.899902,2169.233887,462839
2016-01-22,2494.000000,2599.000000,2472.550049,2591.500000,2276.031006,342135
2016-01-25,2605.000000,2610.000000,2493.100098,2525.199951,2217.801758,235464
2016-01-27,2535.000000,2548.050049,2475.000000,2482.449951,2180.256104,318370
2016-01-28,2485.000000,2508.000000,2431.100098,2439.600098,2142.622314,373017
2016-01-29,2449.000000,2585.000000,2442.500000,2565.649902,2253.328125,494944
2016-02-01,2560.000000,2560.000000,2507.250000,2535.600098,2226.936279,246093
2016-02-02,2541.600098,2550.750000,2508.600098,2518.300049,2211.741455,234228
2016-02-03,2500.000000,2542.800049,2471.000000,2484.850098,2182.363525,177259
2016-02-04,2490.250000,2528.250000,2472.000000,2513.800049,2207.789795,247401
2016-02-05,2513.800049,2589.000000,2505.000000,2584.750000,2270.102783,208803
2016-02-08,2580.000000,2586.000000,2553.600098,2568.300049,2255.655029,200891
